項次,公司中文全名,型號,冷氣季節性能因數CSPF標示值,能源效率等級,額定冷氣能力標示值(kW),額定冷氣能力消耗電功率標示值(kW),冷氣機機組構成方式
2705,東元電機股份有限公司,PACU-K140BFH-P,5.81,1,14.00,3.47,幹管型系列組合分離式
2706,東元電機股份有限公司,MA50IH-ZR2,5.33,1,5.00,1.50,一對一分離式
2707,東元電機股份有限公司,MA72IH-ZR2,5.11,1,7.20,2.34,一對一分離式
2708,東元電機股份有限公司,MA28IC-GI,5.93,1,2.80,0.70,一對一分離式
2709,東元電機股份有限公司,MW63ICR-HB,4.16,1,6.30,1.90,單體式
2710,東元電機股份有限公司,MA72IH-BVJPCT,5.11,1,7.20,1.89,一對一分離式
2711,東元電機股份有限公司,PACS-K160BF1-P,5.55,1,16.00,4.15,幹管型系列組合分離式
2712,東元電機股份有限公司,PACU-K125BF1,6.30,1,12.50,3.10,幹管型系列組合分離式
2713,東元電機股份有限公司,MA22IH-GA1,5.93,1,2.40,0.55,一對一分離式
2714,東元電機股份有限公司,PWCU-K700CF,5.62,1,71.00,17.20,單體式
2715,東元電機股份有限公司,PACS-K224CFH1,5.60,1,22.40,5.50,幹管型系列組合分離式
2716,東元電機股份有限公司,PACS-K140SFH1,6.02,1,14.00,3.50,幹管型系列組合分離式
2717,東元電機股份有限公司,PACU-K140SFH1-P,6.02,1,14.00,3.50,幹管型系列組合分離式
2718,東元電機股份有限公司,MA40IC-ZRS,5.33,1,4.10,1.20,一對一分離式
2719,東元電機股份有限公司,MA40IC-HL,5.33,1,4.10,1.20,一對一分離式
2720,東元電機股份有限公司,MA63IC-GU1,5.33,1,6.30,1.88,一對一分離式
2721,東元電機股份有限公司,PACS-K125BF1,6.30,1,12.50,3.10,幹管型系列組合分離式
2722,東元電機股份有限公司,PAXS-K125BFH,6.30,1,12.50,3.10,幹管型系列組合分離式
2723,東元電機股份有限公司,PACS-K140BXH,6.02,1,14.00,3.50,幹管型系列組合分離式
2724,東元電機股份有限公司,PACS-K160CF1,5.55,1,16.00,4.15,幹管型系列組合分離式
2725,東元電機股份有限公司,PACU-K160CF1-P,5.55,1,16.00,4.15,幹管型系列組合分離式
2726,東元電機股份有限公司,MM3-K93BFRH-P,5.11,1,9.30,3.05,多管型固定組合分離式
2727,東元電機股份有限公司,MA80IH-MIT,5.20,1,8.00,2.45,一對一分離式
2728,東元電機股份有限公司,PAXU-K140CF,5.22,1,14.00,3.92,幹管型系列組合分離式
2729,東元電機股份有限公司,MA40IC-HS,5.33,1,4.10,1.04,一對一分離式
2730,東元電機股份有限公司,MM4-K115BFH,5.08,1,11.50,3.86,多管型系列組合分離式
2731,東元電機股份有限公司,PACS-K200CFH-P,5.22,1,20.00,4.85,幹管型系列組合分離式
2732,東元電機股份有限公司,PACS-K224CFH,5.16,1,22.40,5.70,幹管型系列組合分離式
2733,東元電機股份有限公司,PACS-K280CFH,5.08,1,28.00,7.44,幹管型系列組合分離式
2734,東元電機股份有限公司,MA28IC-HM,5.93,1,2.80,0.67,一對一分離式
2735,東元電機股份有限公司,PACU-K160BFH-P,5.66,1,16.00,4.16,幹管型系列組合分離式
2736,東元電機股份有限公司,MA28IH-BVJPRP,5.93,1,2.80,0.65,一對一分離式
2737,東元電機股份有限公司,MA28IC-BVJPCT,5.93,1,2.80,0.65,一對一分離式
2738,東元電機股份有限公司,MA63IC-GI,5.33,1,6.30,1.88,一對一分離式
2739,東元電機股份有限公司,MA112IH-GA,5.03,1,11.20,3.55,一對一分離式
2740,東元電機股份有限公司,MA50IH-HS,5.45,1,5.00,1.28,一對一分離式
2741,東元電機股份有限公司,MA80IH-ZR2,5.11,1,8.00,2.61,一對一分離式
2742,東元電機股份有限公司,MA36IC-HSCT,5.93,1,3.60,0.86,一對一分離式
2743,東元電機股份有限公司,MA22IC-GR,5.93,1,2.40,0.55,一對一分離式
2744,東元電機股份有限公司,MA40IH-GR,5.33,1,4.10,1.20,一對一分離式
2745,東元電機股份有限公司,MW50ICR-HR,4.16,1,5.00,1.50,單體式
2746,東元電機股份有限公司,MW36ICR-HR,4.42,1,3.60,1.06,單體式
2747,東元電機股份有限公司,PACU-K140SF1,6.02,1,14.00,3.50,幹管型系列組合分離式
2748,東元電機股份有限公司,PACS-K200SFH1,5.70,1,20.00,4.80,幹管型系列組合分離式
2749,東元電機股份有限公司,MA36IH-HL,5.93,1,3.60,0.90,一對一分離式
2750,東元電機股份有限公司,MA40IH-CH1,5.33,1,4.10,1.20,一對一分離式
2751,東元電機股份有限公司,PAC4-K150BF,5.05,1,15.00,4.60,多管型系列組合分離式
2752,東元電機股份有限公司,PWCU-K700CLD,5.62,1,71.00,17.20,單體式
2753,東元電機股份有限公司,PAG2-K52BF,5.33,1,5.20,1.40,多管型固定組合分離式
2754,東元電機股份有限公司,PWCU-K525SLD-P99,5.62,1,53.00,12.40,單體式
2755,東元電機股份有限公司,PAG3-K93BF,5.11,1,9.30,3.05,多管型固定組合分離式
2756,東元電機股份有限公司,MW28IHR-HR,4.42,1,2.90,0.79,單體式
2757,東元電機股份有限公司,MW36ICR-HR1,4.42,1,3.60,1.06,單體式
2758,東元電機股份有限公司,PACU-K280C1-P99,5.07,1,28.00,8.90,一對一分離式
2759,東元電機股份有限公司,PACS-K140CF1-P,6.02,1,14.00,3.50,幹管型系列組合分離式
2760,東元電機股份有限公司,MM2-K83BF,5.11,1,8.30,2.40,多管型系列組合分離式
2761,東元電機股份有限公司,MA36IC-ZRS1,5.94,1,3.60,0.90,一對一分離式
2762,東元電機股份有限公司,MM2-K52BFH-P,5.33,1,5.20,1.34,多管型固定組合分離式
2763,東元電機股份有限公司,MM2-K52BF,5.33,1,5.20,1.34,多管型固定組合分離式
2764,東元電機股份有限公司,PACU-K90CFH,5.37,1,9.00,2.26,幹管型系列組合分離式
2765,東元電機股份有限公司,PACS-K100CFH-P,5.34,1,10.00,2.56,幹管型系列組合分離式
2766,東元電機股份有限公司,PACU-K100CF,5.34,1,10.00,2.56,幹管型系列組合分離式
2767,東元電機股份有限公司,PAXU-K180CFH,5.57,1,18.00,4.68,幹管型系列組合分離式
2768,東元電機股份有限公司,PACS-K160SF,5.66,1,16.00,4.16,幹管型系列組合分離式
2769,東元電機股份有限公司,PAXS-K200SF-P,5.49,1,20.00,5.33,幹管型系列組合分離式
2770,東元電機股份有限公司,PACU-K150CFH-P,5.75,1,15.00,3.75,幹管型系列組合分離式
2771,東元電機股份有限公司,PACS-K150CF-P,5.75,1,15.00,3.75,幹管型系列組合分離式
2772,東元電機股份有限公司,PACS-K224CFH-P,5.16,1,22.40,5.70,幹管型系列組合分離式
2773,東元電機股份有限公司,PACS-K250CFH,5.10,1,25.00,6.49,幹管型系列組合分離式
2774,東元電機股份有限公司,MA40IH-BV,5.33,1,4.10,1.04,一對一分離式
2775,東元電機股份有限公司,MA63IC-ZR3,5.33,1,6.30,1.63,一對一分離式
2776,東元電機股份有限公司,MA72IC-BVJP,5.11,1,7.20,1.89,一對一分離式
2777,東元電機股份有限公司,MA50IH-HSRP,5.45,1,5.00,1.28,一對一分離式
2778,東元電機股份有限公司,MW50ICR-HB,4.16,1,5.00,1.50,單體式
2779,東元電機股份有限公司,PAC4-K115BFH,5.08,1,11.50,3.86,多管型系列組合分離式
2780,東元電機股份有限公司,PAC4-K115BFH-P,5.08,1,11.50,3.86,多管型系列組合分離式
2781,東元電機股份有限公司,MW28IHR-HS,4.42,1,2.90,0.79,單體式
2782,東元電機股份有限公司,MA22IC-HL,5.93,1,2.40,0.55,一對一分離式
2783,東元電機股份有限公司,MA28IC-HL,6.09,1,2.90,0.70,一對一分離式
2784,東元電機股份有限公司,MA36IH-PD,5.93,1,3.60,0.90,一對一分離式
2785,東元電機股份有限公司,MA72IC-GA1,5.65,1,7.50,2.05,一對一分離式
2786,東元電機股份有限公司,MA80IH-MR,5.11,1,8.00,2.41,一對一分離式
2787,東元電機股份有限公司,MA63IH-GV,5.33,1,6.30,1.88,一對一分離式
2788,東元電機股份有限公司,MA63IC-GU,5.33,1,6.30,1.88,一對一分離式
2789,東元電機股份有限公司,MA72IH-GI,5.11,1,7.20,2.27,一對一分離式
2790,東元電機股份有限公司,MA90IH-HP,5.11,1,9.00,2.70,一對一分離式
2791,東元電機股份有限公司,MA112IC-HP1,5.94,1,11.20,3.05,一對一分離式
2792,東元電機股份有限公司,MM2-K63BF-P,5.33,1,6.30,1.70,多管型固定組合分離式
2793,東元電機股份有限公司,PACU-K90BF,5.37,1,9.00,2.26,幹管型系列組合分離式
2794,東元電機股份有限公司,PAXU-K140BF,5.22,1,14.00,3.92,幹管型系列組合分離式
2795,東元電機股份有限公司,PACS-K90CFH-P,5.37,1,9.00,2.26,幹管型系列組合分離式
2796,東元電機股份有限公司,PACS-K90CF,5.37,1,9.00,2.26,幹管型系列組合分離式
2797,東元電機股份有限公司,PACS-K150SFH,5.75,1,15.00,3.75,幹管型系列組合分離式
2798,東元電機股份有限公司,PACS-K160SF-P,5.66,1,16.00,4.16,幹管型系列組合分離式
2799,東元電機股份有限公司,PAX-K112BFH,5.15,1,11.20,2.99,幹管型系列組合分離式
2800,東元電機股份有限公司,PACS-K160CFH-P,5.66,1,16.00,4.16,幹管型系列組合分離式
2801,東元電機股份有限公司,PACS-K150CFH,5.75,1,15.00,3.75,幹管型系列組合分離式
2802,東元電機股份有限公司,PACS-K140CFH,5.81,1,14.00,3.47,幹管型系列組合分離式
2803,東元電機股份有限公司,MA72IH-ZRJP,5.11,1,7.20,1.89,一對一分離式
2804,東元電機股份有限公司,MA28IC-ZR1,5.94,1,2.80,0.64,一對一分離式
2805,東元電機股份有限公司,MA22IC-ZR3,5.93,1,2.20,0.47,一對一分離式
2806,東元電機股份有限公司,MA36IC-ZR3,5.93,1,3.60,0.86,一對一分離式
2807,東元電機股份有限公司,MA50IC-ZR3,5.45,1,5.00,1.28,一對一分離式
2808,東元電機股份有限公司,MA36IH-HP,5.93,1,3.60,0.86,一對一分離式
2809,東元電機股份有限公司,MA90IC-HS,5.11,1,9.00,2.70,一對一分離式
2810,東元電機股份有限公司,MA22IC-HSCT,5.93,1,2.20,0.48,一對一分離式
2811,東元電機股份有限公司,MA22IH-GA,5.93,1,2.40,0.55,一對一分離式
2812,東元電機股份有限公司,MW50ICR-HS,4.16,1,5.00,1.50,單體式
2813,東元電機股份有限公司,MW72ICR-HS,4.03,1,7.20,2.20,單體式
2814,東元電機股份有限公司,MA90IC-P99,5.15,1,9.00,2.75,一對一分離式
2815,東元電機股份有限公司,MW36ICR-HB,4.42,1,3.60,1.06,單體式
2816,東元電機股份有限公司,MW36ICR-HP,4.42,1,3.60,1.06,單體式
2817,東元電機股份有限公司,MW40ICR-HV,4.16,1,4.40,1.25,單體式
2818,東元電機股份有限公司,PACS-K250SFH1-P,5.50,1,25.00,6.27,幹管型系列組合分離式
2819,東元電機股份有限公司,PACS-K224SFH1-P,5.60,1,22.40,5.50,幹管型系列組合分離式
2820,東元電機股份有限公司,MA22IC-GA1,5.93,1,2.40,0.55,一對一分離式
2821,東元電機股份有限公司,MA50IH-HL,5.33,1,5.00,1.50,一對一分離式
2822,東元電機股份有限公司,MA72IC-CH1,5.65,1,7.50,2.05,一對一分離式
2823,東元電機股份有限公司,PACU-K125SFH1,6.30,1,12.50,3.10,幹管型系列組合分離式
2824,東元電機股份有限公司,PACS-K125BX-P,6.30,1,12.50,3.10,幹管型系列組合分離式
2825,東元電機股份有限公司,PACU-K125BFH1,6.30,1,12.50,3.10,幹管型系列組合分離式
2826,東元電機股份有限公司,PACS-K125BF1-P,6.30,1,12.50,3.10,幹管型系列組合分離式
2827,東元電機股份有限公司,MA112IC-HP,5.03,1,11.20,3.55,一對一分離式
2828,東元電機股份有限公司,MA40IH-BVJPRP,5.33,1,4.10,1.25,一對一分離式
2829,東元電機股份有限公司,PWCU-K350SF,6.85,1,35.20,8.20,單體式
2830,東元電機股份有限公司,MA63IC-ZRS1,5.38,1,6.60,1.88,一對一分離式
2831,東元電機股份有限公司,MW40ICR-HP1,4.16,1,4.40,1.25,單體式
2832,東元電機股份有限公司,MW40ICR-HS1,4.16,1,4.40,1.25,單體式
2833,東元電機股份有限公司,PACU-K250C1-P99,5.07,1,25.00,7.94,一對一分離式
2834,東元電機股份有限公司,PACS-K125CF1,6.30,1,12.50,3.10,幹管型系列組合分離式
2835,東元電機股份有限公司,MA28IC-GU1,6.09,1,2.90,0.70,一對一分離式
2836,東元電機股份有限公司,MA36IC-CH1,5.93,1,3.60,0.90,一對一分離式
2837,東元電機股份有限公司,MA63IC-MR,5.33,1,6.30,1.88,一對一分離式
2838,東元電機股份有限公司,PAXS-K125BF-P,6.30,1,12.50,3.10,幹管型系列組合分離式
2839,東元電機股份有限公司,PACS-K112BXH-P,6.68,1,11.20,2.70,幹管型系列組合分離式
2840,東元電機股份有限公司,PACU-K160SF1,5.55,1,16.00,4.15,幹管型系列組合分離式
2841,東元電機股份有限公司,MA140IC,5.13,1,14.00,4.90,一對一分離式
2842,東元電機股份有限公司,MW36IHR-HS,4.42,1,3.60,1.06,單體式
2843,東元電機股份有限公司,MW36ICR-HP1,4.42,1,3.60,1.06,單體式
2844,東元電機股份有限公司,PWCU-K700SLD,5.62,1,71.00,17.20,單體式
2845,東元電機股份有限公司,PAC2-K73BFH,5.11,1,7.30,2.20,多管型固定組合分離式
2846,東元電機股份有限公司,MA72IC-GU,5.11,1,7.20,2.27,一對一分離式
2847,東元電機股份有限公司,MA63IH-HP,5.33,1,6.30,1.63,一對一分離式
2848,東元電機股份有限公司,MA22IC-ZR1,5.94,1,2.20,0.50,一對一分離式
2849,東元電機股份有限公司,MA40IH-ZR2,5.33,1,4.10,1.20,一對一分離式
2850,東元電機股份有限公司,MA22IC-HSRP,5.93,1,2.20,0.48,一對一分離式
2851,東元電機股份有限公司,MA50IC-BVRP,5.45,1,5.00,1.28,一對一分離式
2852,東元電機股份有限公司,MW40ICR-HR,4.16,1,4.40,1.25,單體式
2853,東元電機股份有限公司,MW28ICR-HS,4.42,1,2.90,0.79,單體式
2854,東元電機股份有限公司,MW28ICR-HP,4.42,1,2.90,0.79,單體式
2855,東元電機股份有限公司,PAX-K112BF,5.15,1,11.20,2.99,幹管型系列組合分離式
2856,東元電機股份有限公司,MA28IH-HM,5.93,1,2.80,0.67,一對一分離式
2857,東元電機股份有限公司,PACS-K125BFH,6.06,1,12.50,2.98,幹管型系列組合分離式
2858,東元電機股份有限公司,PACU-K140BFH,5.81,1,14.00,3.47,幹管型系列組合分離式
2859,東元電機股份有限公司,PACS-K100CFH,5.34,1,10.00,2.56,幹管型系列組合分離式
2860,東元電機股份有限公司,PAXS-K180CFH,5.57,1,18.00,4.68,幹管型系列組合分離式
2861,東元電機股份有限公司,PAXU-K180CF,5.57,1,18.00,4.68,幹管型系列組合分離式
2862,東元電機股份有限公司,PACS-K125SF-P,6.06,1,12.50,2.98,幹管型系列組合分離式
2863,東元電機股份有限公司,MM86VN,5.11,1,10.00,2.63,多管型系列組合分離式
2864,東元電機股份有限公司,MM86VN-P,5.11,1,10.00,2.63,多管型系列組合分離式
2865,東元電機股份有限公司,MA72IH-ZR2P,5.30,1,7.20,2.20,一對一分離式
2866,東元電機股份有限公司,MA80IH-ZR2P,5.30,1,8.00,2.53,一對一分離式
2867,東元電機股份有限公司,MA112IH-HPF,5.21,1,11.20,3.56,一對一分離式
2868,東元電機股份有限公司,MM3-K73BFRH,5.11,1,7.30,2.20,多管型固定組合分離式
2869,東元電機股份有限公司,MA28IC-ZRS1,6.09,1,2.90,0.70,一對一分離式
2870,東元電機股份有限公司,MA63IH-LV,5.33,1,6.30,1.63,一對一分離式
2871,東元電機股份有限公司,PACU-K90BFH,5.37,1,9.00,2.26,幹管型系列組合分離式
2872,東元電機股份有限公司,PACS-K100BFH-P,5.34,1,10.00,2.56,幹管型系列組合分離式
2873,東元電機股份有限公司,PACS-K100BF,5.34,1,10.00,2.56,幹管型系列組合分離式
2874,東元電機股份有限公司,PACU-K150SFH,5.75,1,15.00,3.75,幹管型系列組合分離式
2875,東元電機股份有限公司,PACS-K150SFH-P,5.75,1,15.00,3.75,幹管型系列組合分離式
2876,東元電機股份有限公司,PACS-K280SF,5.08,1,28.00,7.44,幹管型系列組合分離式
2877,東元電機股份有限公司,PACS-K160BF,5.66,1,16.00,4.16,幹管型系列組合分離式
2878,東元電機股份有限公司,PACS-K125BF,6.06,1,12.50,2.98,幹管型系列組合分離式
2879,東元電機股份有限公司,PACS-K150BFH-P,5.75,1,15.00,3.75,幹管型系列組合分離式
2880,東元電機股份有限公司,PACS-K125CF,6.06,1,12.50,2.98,幹管型系列組合分離式
2881,東元電機股份有限公司,PACU-K146CF-P,5.75,1,14.60,3.66,幹管型系列組合分離式
2882,東元電機股份有限公司,PACS-K200CFH,5.22,1,20.00,4.85,幹管型系列組合分離式
2883,東元電機股份有限公司,PAXS-K140BF-P,5.06,1,14.00,4.26,幹管型系列組合分離式
2884,東元電機股份有限公司,MA22IH-LV,5.93,1,2.20,0.47,一對一分離式
2885,東元電機股份有限公司,MA22IC-HS,5.93,1,2.20,0.48,一對一分離式
2886,東元電機股份有限公司,PACU-K140BFH1,6.02,1,14.00,3.50,幹管型系列組合分離式
2887,東元電機股份有限公司,MA28IC-GA1,6.09,1,2.90,0.70,一對一分離式
2888,東元電機股份有限公司,MA80IH-GA1,5.11,1,8.00,2.41,一對一分離式
2889,東元電機股份有限公司,MA80IH-HL,5.11,1,8.00,2.41,一對一分離式
2890,東元電機股份有限公司,MM4-K150BFH-P,5.05,1,15.00,4.60,多管型系列組合分離式
2891,東元電機股份有限公司,MA28IC-BVJPRP,5.93,1,2.80,0.65,一對一分離式
2892,東元電機股份有限公司,MA22IH-HP,5.93,1,2.20,0.48,一對一分離式
2893,東元電機股份有限公司,MW22ICR-HP,4.42,1,2.40,0.66,單體式
2894,東元電機股份有限公司,MA80IC-BVRP,5.11,1,8.00,2.10,一對一分離式
2895,東元電機股份有限公司,MA50IC-HSCT,5.45,1,5.00,1.28,一對一分離式
2896,東元電機股份有限公司,MA22IH-GU,5.93,1,2.40,0.55,一對一分離式
2897,東元電機股份有限公司,MA36IH-GP,5.93,1,3.60,0.90,一對一分離式
2898,東元電機股份有限公司,MW63ICR-HR,4.16,1,6.30,1.90,單體式
2899,東元電機股份有限公司,MA50IC-GP,5.33,1,5.00,1.50,一對一分離式
2900,東元電機股份有限公司,MA80IC-ZR,5.11,1,8.00,2.10,一對一分離式
2901,東元電機股份有限公司,MA80IC-HM,5.11,1,8.00,2.10,一對一分離式
2902,東元電機股份有限公司,PACU-K100BFH,5.34,1,10.00,2.56,幹管型系列組合分離式
2903,東元電機股份有限公司,PACS-K224SF,5.16,1,22.40,5.70,幹管型系列組合分離式
2904,東元電機股份有限公司,MA63IH-HSRP,5.33,1,6.30,1.63,一對一分離式
2905,東元電機股份有限公司,MA22IC-CH,5.93,1,2.20,0.48,一對一分離式
2906,東元電機股份有限公司,MA50IC-CH,5.45,1,5.00,1.28,一對一分離式
2907,東元電機股份有限公司,MW22ICR-HV,4.42,1,2.40,0.66,單體式
2908,東元電機股份有限公司,MA28IC-GA,5.93,1,2.80,0.70,一對一分離式
2909,東元電機股份有限公司,MA36IH-GI,5.93,1,3.60,0.90,一對一分離式
2910,東元電機股份有限公司,MA50IH-BVJPCT,5.45,1,5.00,1.28,一對一分離式
2911,東元電機股份有限公司,MA40IH-HSRP,5.33,1,4.10,1.04,一對一分離式
2912,東元電機股份有限公司,MA110IC-P99,5.08,1,11.00,3.23,一對一分離式
2913,東元電機股份有限公司,PACU-K250SFH1,5.50,1,25.00,6.27,幹管型系列組合分離式
2914,東元電機股份有限公司,MA63IC-HL,5.33,1,6.30,1.88,一對一分離式
2915,東元電機股份有限公司,MA72IC-HL,5.65,1,7.50,2.05,一對一分離式
2916,東元電機股份有限公司,PACS-K125SF1-P,6.30,1,12.50,3.10,幹管型系列組合分離式
2917,東元電機股份有限公司,PACS-K140SF1-P,6.02,1,14.00,3.50,幹管型系列組合分離式
2918,東元電機股份有限公司,PAGU-K90BF-P99,5.11,1,9.00,2.70,一對一分離式
2919,東元電機股份有限公司,MA112IH-HP1,5.94,1,11.20,3.05,一對一分離式
2920,東元電機股份有限公司,MM3-K93BFRH,5.11,1,9.30,3.05,多管型固定組合分離式
2921,東元電機股份有限公司,MM4-K100BF,5.11,1,10.00,3.10,多管型系列組合分離式
2922,東元電機股份有限公司,MM2-K73BF,5.11,1,7.30,2.20,多管型系列組合分離式
2923,東元電機股份有限公司,MM2-K83BFH,5.11,1,8.30,2.40,多管型系列組合分離式
2924,東元電機股份有限公司,PACS-K160CF1-P,5.55,1,16.00,4.15,幹管型系列組合分離式
2925,東元電機股份有限公司,PACS-K280SF1,5.60,1,28.00,7.35,幹管型系列組合分離式
2926,東元電機股份有限公司,PACS-K200CF1,5.70,1,20.00,4.80,幹管型系列組合分離式
